Entry,Entry name,Status,Protein names,Gene names,Organism,Length
P22437,PGH1_MOUSE,reviewed,Prostaglandin G/H synthase 1 (EC 1.14.99.1) (Cyclooxygenase-1) (COX-1) (Prostaglandin H2 synthase 1) (PGH synthase 1) (PGHS-1) (PHS 1) (Prostaglandin-endoperoxide synthase 1),Ptgs1 Cox-1 Cox1,Mus musculus (Mouse),602
Q5RL79,KTAP2_MOUSE,reviewed,Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2),Krtcap2,Mus musculus (Mouse),136
Q9WTZ2,MBTP1_MOUSE,reviewed,Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Sterol-regulated luminal protease) (Subtilisin/kexin isozyme 1) (SKI-1),Mbtps1 S1p Ski1,Mus musculus (Mouse),1052
Q9D4R2,MGT4D_MOUSE,reviewed,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein MGAT4D (N-acetylglucosaminyltransferase MGAT1 inhibitory protein) (GlcNAcT-I inhibitory protein) (GnT1IP)",Mgat4d,Mus musculus (Mouse),373
Q80W94,MOGT2_MOUSE,reviewed,2-acylglycerol O-acyltransferase 2 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 1-like) (Monoacylglycerol O-acyltransferase 2),Mogat2 Dgat2l5 Mgat1l,Mus musculus (Mouse),334
Q922R8,PDIA6_MOUSE,reviewed,Protein disulfide-isomerase A6 (EC 5.3.4.1) (Thioredoxin domain-containing protein 7),Pdia6 Txndc7,Mus musculus (Mouse),440
Q9R092,H17B6_MOUSE,reviewed,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.239) (EC 1.1.1.62) (17-beta-HSD9) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase),Hsd17b6 Gm182 Hsd17b9 Rdh8,Mus musculus (Mouse),317
Q8BGI3,INSI1_MOUSE,reviewed,Insulin-induced gene 1 protein (INSIG-1),Insig1,Mus musculus (Mouse),259
Q91WG1,INSI2_MOUSE,reviewed,Insulin-induced gene 2 protein (INSIG-2),Insig2,Mus musculus (Mouse),225
Q8BI36,JKAMP_MOUSE,reviewed,JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4 homolog),Jkamp Jamp,Mus musculus (Mouse),311
P97414,KCNQ1_MOUSE,reviewed,Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1),Kcnq1 Kcna9 Kvlqt1,Mus musculus (Mouse),668
Q60860,LTC4S_MOUSE,reviewed,Leukotriene C4 synthase (LTC4 synthase) (EC 4.4.1.20) (Glutathione S-transferase LTC4) (EC 2.5.1.-) (Leukotriene-C(4) synthase),Ltc4s,Mus musculus (Mouse),150
Q7TQ95,LNP_MOUSE,reviewed,Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark) (Protein ulnaless),Lnpk Kiaa1715 Lnp Uln,Mus musculus (Mouse),425
Q5S006,LRRK2_MOUSE,reviewed,Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1) (EC 3.6.5.-),Lrrk2,Mus musculus (Mouse),2527
Q8K273,MMGT1_MOUSE,reviewed,Membrane magnesium transporter 1 (ER membrane protein complex subunit 5) (Transmembrane protein 32),Mmgt1 Emc5 Tmem32,Mus musculus (Mouse),131
Q07646,MEST_MOUSE,reviewed,Mesoderm-specific transcript protein (EC 3.-.-.-) (Paternally-expressed gene 1 protein),Mest Peg1 121a,Mus musculus (Mouse),335
Q9ERE7,MESD_MOUSE,reviewed,LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein),Mesd Mesdc2,Mus musculus (Mouse),224
Q80UM7,MOGS_MOUSE,reviewed,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase 1) (Glycoprotein-processing glucosidase I),Mogs Gcs1,Mus musculus (Mouse),834
Q8BVA5,LDAH_MOUSE,reviewed,Lipid droplet-associated hydrolase (EC 3.1.1.-) (Lipid droplet-associated serine hydrolase) (mLDAH),Ldah,Mus musculus (Mouse),326
Q5DU41,LRC8B_MOUSE,reviewed,Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP),Lrrc8b Kiaa0231,Mus musculus (Mouse),803
Q8VHK5,MLC1_MOUSE,reviewed,Membrane protein MLC1,Mlc1,Mus musculus (Mouse),382
Q99LQ7,PDES1_MOUSE,reviewed,Plasmanylethanolamine desaturase (EC 1.14.19.77) (Plasmanylethanolamine desaturase 1) (Transmembrane protein 189),PEDS1 Pdes Tmem189,Mus musculus (Mouse),271
P0C1P0,PIGY_MOUSE,reviewed,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y (Phosphatidylinositol-glycan biosynthesis class Y protein) (PIG-Y),Pigy Pigyl,Mus musculus (Mouse),71
Q9JJI6,PIGO_MOUSE,reviewed,GPI ethanolamine phosphate transferase 3 (EC 2.-.-.-) (Phosphatidylinositol-glycan biosynthesis class O protein) (PIG-O),Pigo,Mus musculus (Mouse),1093
Q9JJK5,HERP1_MOUSE,reviewed,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,Herpud1,Mus musculus (Mouse),391
P11881,ITPR1_MOUSE,reviewed,"Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",Itpr1 Insp3r Pcd6 Pcp1,Mus musculus (Mouse),2749
Q9ET80,JPH1_MOUSE,reviewed,Junctophilin-1 (JP-1) (Junctophilin type 1),Jph1 Jp1,Mus musculus (Mouse),660
Q9CQY5,MAGT1_MOUSE,reviewed,Magnesium transporter protein 1 (MagT1) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1) (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP),Magt1 Iag2,Mus musculus (Mouse),335
Q9CRA4,MSMO1_MOUSE,reviewed,Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase),Msmo1 Sc4mol,Mus musculus (Mouse),293
Q8BU85,MSRB3_MOUSE,reviewed,"Methionine-R-sulfoxide reductase B3, mitochondrial (MsrB3) (EC 1.8.4.12) (EC 1.8.4.14)",Msrb3,Mus musculus (Mouse),253
Q80UU9,PGRC2_MOUSE,reviewed,Membrane-associated progesterone receptor component 2,Pgrmc2,Mus musculus (Mouse),217
Q9ERZ3,ACM3_MOUSE,reviewed,Muscarinic acetylcholine receptor M3 (Mm3 mAChR),Chrm3 Chrm-3,Mus musculus (Mouse),589
Q8BS35,ALKMO_MOUSE,reviewed,Alkylglycerol monooxygenase (EC 1.14.16.5) (Transmembrane protein 195),Agmo Tmem195,Mus musculus (Mouse),447
Q9DB25,ALG5_MOUSE,reviewed,Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog),Alg5,Mus musculus (Mouse),324
Q6P8H8,ALG8_MOUSE,reviewed,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.265) (Asparagine-linked glycosylation protein 8 homolog) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)",Alg8 Gm1089,Mus musculus (Mouse),526
Q99M02,MARH2_MOUSE,reviewed,E3 ubiquitin-protein ligase MARCHF2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING-type E3 ubiquitin transferase MARCHF2),MARCHF2 MARCH2,Mus musculus (Mouse),246
Q69ZQ1,MYORG_MOUSE,reviewed,Myogenesis-regulating glycosidase (EC 3.2.1.-) (Nuclear envelope transmembrane protein 37) (Uncharacterized family 31 glucosidase KIAA1161),Myorg Kiaa1161 Net37,Mus musculus (Mouse),716
Q60856,OAS1B_MOUSE,reviewed,Inactive 2'-5'-oligoadenylate synthase 1B ((2-5')oligo(A) synthase 1B) (2-5A synthase 1B) (2'-5'-oligoadenylate synthase-like protein 1),Oas1b Flv Oias2,Mus musculus (Mouse),376
P81117,NUCB2_MOUSE,reviewed,Nucleobindin-2 (DNA-binding protein NEFA) (Prepronesfatin) [Cleaved into: Nesfatin-1],Nucb2 Nefa,Mus musculus (Mouse),420
P09103,PDIA1_MOUSE,reviewed,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Endoplasmic reticulum resident protein 59) (ER protein 59) (ERp59) (Prolyl 4-hydroxylase subunit beta) (p55),P4hb Pdia1,Mus musculus (Mouse),509
Q9JJJ7,PORCN_MOUSE,reviewed,Protein-serine O-palmitoleoyltransferase porcupine (mPORC) (EC 2.3.1.250),Porcn Porc Ppn,Mus musculus (Mouse),461
Q8K3R3,PLCD4_MOUSE,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 (EC 3.1.4.11) (Phosphoinositide phospholipase C-delta-4) (Phospholipase C-delta-4) (PLC-delta-4)",Plcd4 Plcd,Mus musculus (Mouse),807
O35954,PITM1_MOUSE,reviewed,"Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog 1) (RdgB1) (Mpt-1) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)",Pitpnm1 Dres9 Mpt1 Nir2 Pitpnm,Mus musculus (Mouse),1243
P70392,RGRF2_MOUSE,reviewed,Ras-specific guanine nucleotide-releasing factor 2 (Ras-GRF2) (Ras guanine nucleotide exchange factor 2),Rasgrf2 Grf2,Mus musculus (Mouse),1189
Q921I0,ORML1_MOUSE,reviewed,ORM1-like protein 1,Ormdl1,Mus musculus (Mouse),153
Q99KK1,REEP3_MOUSE,reviewed,Receptor expression-enhancing protein 3,Reep3 D10Ucla1,Mus musculus (Mouse),254
A2A7Q9,RN19B_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF19B (EC 2.3.2.31) (IBR domain-containing protein 3) (Natural killer lytic-associated molecule) (RING finger protein 19B),Rnf19b Ibrdc3 Nklam,Mus musculus (Mouse),732
Q3TVP5,OTULL_MOUSE,reviewed,Inactive ubiquitin thioesterase OTULINL,Otulinl Fam105a,Mus musculus (Mouse),353
Q91ZW2,OFUT1_MOUSE,reviewed,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),Pofut1,Mus musculus (Mouse),393
Q921X9,PDIA5_MOUSE,reviewed,Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein),Pdia5 Pdir,Mus musculus (Mouse),517
Q8BW41,PMGT2_MOUSE,reviewed,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (POMGnT2) (EC 2.4.1.312) (Extracellular O-linked N-acetylglucosamine transferase-like) (Glycosyltransferase-like domain-containing protein 2)",Pomgnt2 Ago61 Eogtl Gtdc2,Mus musculus (Mouse),605
Q9JK23,PSMG1_MOUSE,reviewed,Proteasome assembly chaperone 1 (Down syndrome critical region protein 2 homolog),Psmg1 Dscr2,Mus musculus (Mouse),289
Q9D1R9,RL34_MOUSE,reviewed,60S ribosomal protein L34,Rpl34,Mus musculus (Mouse),117
Q99P72,RTN4_MOUSE,reviewed,Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein),Rtn4 Kiaa0886 Nogo,Mus musculus (Mouse),1162
A2AGL3,RYR3_MOUSE,reviewed,Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor),Ryr3,Mus musculus (Mouse),4863
O55240,RDH5_MOUSE,reviewed,Retinol dehydrogenase 5 (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (11-cis retinol dehydrogenase) (11-cis RDH) (11-cis RoDH) (9-cis retinol dehydrogenase) (Cis-retinol dehydrogenase),Rdh5 cRDH rdh Rdh4,Mus musculus (Mouse),318
Q8QZS5,RN183_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF183 (EC 2.3.2.27),Rnf183,Mus musculus (Mouse),190
Q9DA37,SAMD8_MOUSE,reviewed,Sphingomyelin synthase-related protein 1 (SMSr) (EC 2.7.8.-) (Ceramide phosphoethanolamine synthase) (CPE synthase) (Sterile alpha motif domain-containing protein 8) (SAM domain-containing protein 8),Samd8,Mus musculus (Mouse),478
Q9CQS8,SC61B_MOUSE,reviewed,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),96
Q8K2B0,SC65_MOUSE,reviewed,Endoplasmic reticulum protein SC65 (Leprecan-like protein 4) (Prolyl 3-hydroxylase family member 4) (Synaptonemal complex protein SC65),P3h4 Leprel4 Sc65,Mus musculus (Mouse),443
Q9QZI8,SERC1_MOUSE,reviewed,Serine incorporator 1 (Axotomy-induced glyco/Golgi protein 2) (Membrane protein TMS-2) (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),Serinc1 Aigp2 Tde1l Tde2 Tms2,Mus musculus (Mouse),453
B9EJ86,OSBL8_MOUSE,reviewed,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),Osbpl8 Kiaa1451 Orp8,Mus musculus (Mouse),889
Q3V1T4,P3H1_MOUSE,reviewed,Prolyl 3-hydroxylase 1 (EC 1.14.11.7) (Growth suppressor 1) (Leucine- and proline-enriched proteoglycan 1) (Leprecan-1),P3h1 Gros1 Lepre1,Mus musculus (Mouse),739
Q99LX0,PARK7_MOUSE,reviewed,Parkinson disease protein 7 homolog (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124),Park7,Mus musculus (Mouse),189
Q9R0E2,PLOD1_MOUSE,reviewed,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",Plod1 Plod,Mus musculus (Mouse),728
Q99JY8,PLPP3_MOUSE,reviewed,Phospholipid phosphatase 3 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b),Plpp3 Lpp3 Ppap2b,Mus musculus (Mouse),312
Q8K1N1,PLPL8_MOUSE,reviewed,Calcium-independent phospholipase A2-gamma (EC 3.1.1.5) (Intracellular membrane-associated calcium-independent phospholipase A2 gamma) (iPLA2-gamma) (Patatin-like phospholipase domain-containing protein 8),Pnpla8 Ipla22 Ipla2g,Mus musculus (Mouse),776
P04768,PR2C3_MOUSE,reviewed,Prolactin-2C3 (Mitogen-regulated protein 2) (Mitogen-regulated protein 3) (Prolactin-2C4) (Proliferin-2) (Proliferin-3),Prl2c3 Mrp2 Mrp3 Mrpplf3 Plf2 Plf3 Prl2c4,Mus musculus (Mouse),224
Q99LH2,PTSS1_MOUSE,reviewed,Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I),Ptdss1 Pssa,Mus musculus (Mouse),473
Q5NCP0,RNF43_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43),Rnf43,Mus musculus (Mouse),784
Q8CGN5,PLIN1_MOUSE,reviewed,Perilipin-1 (Lipid droplet-associated protein) (Perilipin A),Plin1 Peri Plin,Mus musculus (Mouse),517
Q9WVS6,PRKN_MOUSE,reviewed,E3 ubiquitin-protein ligase parkin (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase),Prkn Park2,Mus musculus (Mouse),464
P04095,PR2C2_MOUSE,reviewed,Prolactin-2C2 (Mitogen-regulated protein 1) (Proliferin-1),Prl2c2 Mrp1 Plf Plf1,Mus musculus (Mouse),224
Q9CYN9,RENR_MOUSE,reviewed,Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin/prorenin receptor) [Cleaved into: Renin receptor extracellular fragment; Renin receptor cytoplasmic fragment],Atp6ap2 Atp6ip2,Mus musculus (Mouse),350
Q8K099,LRIT1_MOUSE,reviewed,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 1 (Leucine-rich repeat-containing protein 21) (Photoreceptor-associated LRR superfamily protein) (Retina-specific protein PAL)",Lrit1 Lrrc21 Pal,Mus musculus (Mouse),624
Q8BLN5,LSS_MOUSE,reviewed,"Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC)",Lss,Mus musculus (Mouse),733
W8DXL4,LRIT3_MOUSE,reviewed,"Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3",Lrit3,Mus musculus (Mouse),681
Q3U3R4,LMF1_MOUSE,reviewed,Lipase maturation factor 1 (Transmembrane protein 112),Lmf1 Tmem112,Mus musculus (Mouse),574
Q8K5B2,MCFD2_MOUSE,reviewed,Multiple coagulation factor deficiency protein 2 homolog (Neural stem cell-derived neuronal survival protein),Mcfd2 Sdnsf,Mus musculus (Mouse),145
Q91V01,MBOA5_MOUSE,reviewed,Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (mLPCAT3) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5),Lpcat3 Grcc3f Mboat5 Oact5,Mus musculus (Mouse),487
Q9WUP4,PORED_MOUSE,reviewed,Polyprenol reductase (EC 1.3.1.94) (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (EC 1.3.1.22) (Steroid 5-alpha-reductase 2-like) (Steroid 5-alpha-reductase 3) (S5AR 3) (SR type 3),Srd5a3 Srd5a2l,Mus musculus (Mouse),330
A2AJ88,PLPL7_MOUSE,reviewed,Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase),Pnpla7,Mus musculus (Mouse),1352
Q8R5J9,PRAF3_MOUSE,reviewed,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Addicsin) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (Prenylated Rab acceptor protein 2) (Protein JWa),Arl6ip5 Aip5 Jwa Pra2 Praf3,Mus musculus (Mouse),188
Q91ZQ5,RPE65_MOUSE,reviewed,Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase),Rpe65,Mus musculus (Mouse),533
Q61985,NF2L1_MOUSE,reviewed,"Endoplasmic reticulum membrane sensor NFE2L1 (Locus control region-factor 1) (LCR-F1) (Nuclear factor erythroid 2-related factor 1) (NF-E2-related factor 1) (NFE2-related factor 1) (Nuclear factor, erythroid derived 2, like 1) [Cleaved into: Transcription factor NRF1]",Nfe2l1 Nrf1,Mus musculus (Mouse),741
P02340,P53_MOUSE,reviewed,Cellular tumor antigen p53 (Tumor suppressor p53),Tp53 P53 Trp53,Mus musculus (Mouse),390
P27773,PDIA3_MOUSE,reviewed,Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60),Pdia3 Erp Erp60 Grp58,Mus musculus (Mouse),505
Q6PD26,PIGS_MOUSE,reviewed,GPI transamidase component PIG-S (Phosphatidylinositol-glycan biosynthesis class S protein),Pigs,Mus musculus (Mouse),555
Q8BHL8,PSMF1_MOUSE,reviewed,Proteasome inhibitor PI31 subunit,Psmf1,Mus musculus (Mouse),271
Q3B7Z2,OSBP1_MOUSE,reviewed,Oxysterol-binding protein 1,Osbp Kiaa4220,Mus musculus (Mouse),805
Q60953,PML_MOUSE,reviewed,Protein PML,Pml,Mus musculus (Mouse),885
Q9Z1X2,PTSS2_MOUSE,reviewed,Phosphatidylserine synthase 2 (PSS-2) (PtdSer synthase 2) (EC 2.7.8.29) (Serine-exchange enzyme II),Ptdss2 Pss2,Mus musculus (Mouse),473
O09167,RL21_MOUSE,reviewed,60S ribosomal protein L21,Rpl21,Mus musculus (Mouse),160
Q9EP69,SAC1_MOUSE,reviewed,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),Sacm1l Kiaa0851 Sac1,Mus musculus (Mouse),587
Q6NZC7,S23IP_MOUSE,reviewed,SEC23-interacting protein,Sec23ip,Mus musculus (Mouse),998
Q8R502,LRC8C_MOUSE,reviewed,Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C),Lrrc8c Ad158 Fad158,Mus musculus (Mouse),803
D3Z1Q2,MRAP2_MOUSE,reviewed,Melanocortin-2 receptor accessory protein 2,Mrap2,Mus musculus (Mouse),207
O70622,RTN2_MOUSE,reviewed,Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI),Rtn2 Nspl1,Mus musculus (Mouse),471
O55143,AT2A2_MOUSE,reviewed,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",Atp2a2,Mus musculus (Mouse),1044
Q9EQC4,ELOV4_MOUSE,reviewed,Elongation of very long chain fatty acids protein 4 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl4) (ELOVL fatty acid elongase 4) (ELOVL FA elongase 4) (Very long chain 3-ketoacyl-CoA synthase 4) (Very long chain 3-oxoacyl-CoA synthase 4),Elovl4,Mus musculus (Mouse),312
Q9EQH2,ERAP1_MOUSE,reviewed,Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase),Erap1 Appils Arts1,Mus musculus (Mouse),930
P57759,ERP29_MOUSE,reviewed,Endoplasmic reticulum resident protein 29 (ERp29),Erp29,Mus musculus (Mouse),262
P23819,GRIA2_MOUSE,reviewed,"Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)",Gria2 Glur2,Mus musculus (Mouse),883
Q6IR34,GPSM1_MOUSE,reviewed,G-protein-signaling modulator 1 (Activator of G-protein signaling 3),Gpsm1 Ags3 C10a,Mus musculus (Mouse),673
Q8K297,GT251_MOUSE,reviewed,Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (Glycosyltransferase 25 family member 1) (Hydroxylysine galactosyltransferase 1),Colgalt1 Glt25d1,Mus musculus (Mouse),617
Q91VN0,LRP5_MOUSE,reviewed,Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7),Lrp5 Lr3 Lrp7,Mus musculus (Mouse),1614
P12790,CP2B9_MOUSE,reviewed,Cytochrome P450 2B9 (EC 1.14.14.1) (CYPIIB9) (Cytochrome P450 clone PF26) (Cytochrome P450-16-alpha) (Testosterone 16-alpha hydroxylase),Cyp2b9 Cyp2b-9 Rip,Mus musculus (Mouse),491
P70385,DHB3_MOUSE,reviewed,Testosterone 17-beta-dehydrogenase 3 (EC 1.1.1.64) (17-beta-hydroxysteroid dehydrogenase type 3) (17-beta-HSD 3) (Testicular 17-beta-hydroxysteroid dehydrogenase),Hsd17b3 Edh17b3,Mus musculus (Mouse),305
Q8JZS7,HMGC2_MOUSE,reviewed,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1)",Hmgcll1,Mus musculus (Mouse),343
Q9ET78,JPH2_MOUSE,reviewed,Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)],Jph2 Jp2,Mus musculus (Mouse),696
C0HK79,ARXS1_MOUSE,reviewed,Adipocyte-related X-chromosome expressed sequence 1,Arxes1,Mus musculus (Mouse),180
Q811D0,DLG1_MOUSE,reviewed,Disks large homolog 1 (Embryo-dlg/synapse-associated protein 97) (E-dlg/SAP97) (Synapse-associated protein 97) (SAP-97) (SAP97),Dlg1 Dlgh1,Mus musculus (Mouse),905
