Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
Q99KP1	unreviewed	Q99KP1_MOUSE	Protein-serine/threonine kinase (EC 2.7.11.-)	Bckdk	Mus musculus (Mouse)	309	mitochondrial matrix [GO:0005759]	phosphorylation [GO:0016310]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305, ECO:0000256|RuleBase:RU366032}.
Q99LS1	reviewed	MMAD_MOUSE	Cobalamin trafficking protein CblD (CblD) (Methylmalonic aciduria and homocystinuria type D homolog, mitochondrial)	Mmadhc	Mus musculus (Mouse)	296	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]	cobalamin metabolic process [GO:0009235]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; cobalamin metabolic process [GO:0009235]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9H3L0}. Mitochondrion {ECO:0000250|UniProtKB:Q9H3L0}.
Q99N93	reviewed	RM16_MOUSE	Large ribosomal subunit protein uL16m (39S ribosomal protein L16, mitochondrial) (L16mt) (MRP-L16)	Mrpl16	Mus musculus (Mouse)	251	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]; translation [GO:0006412]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NX20}.
Q99N94	reviewed	RM09_MOUSE	Large ribosomal subunit protein bL9m (39S ribosomal protein L9, mitochondrial) (L9mt) (MRP-L9)	Mrpl9	Mus musculus (Mouse)	265	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9BYD2}.
Q99N95	reviewed	RM03_MOUSE	Large ribosomal subunit protein uL3m (39S ribosomal protein L3, mitochondrial) (L3mt) (MRP-L3)	Mrpl3	Mus musculus (Mouse)	348	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]; translation [GO:0006412]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P09001}.
Q99N96	reviewed	RM01_MOUSE	Large ribosomal subunit protein uL1m (39S ribosomal protein L1, mitochondrial) (L1mt) (MRP-L1)	Mrpl1	Mus musculus (Mouse)	336	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]; translation [GO:0006412]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q99NU3	unreviewed	Q99NU3_MOUSE	Cannabinoid receptor 1	Cnr1	Mus musculus (Mouse)	331	axon [GO:0030424]; mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]; presynapse [GO:0098793]		axon [GO:0030424]; mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; cannabinoid receptor activity [GO:0004949]	cannabinoid receptor activity [GO:0004949]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Cell projection, axon {ECO:0000256|ARBA:ARBA00004489}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004294}. Presynapse {ECO:0000256|ARBA:ARBA00034106}. Synapse {ECO:0000256|ARBA:ARBA00034103}.
Q9CPV4	reviewed	GLOD4_MOUSE	Glyoxalase domain-containing protein 4	Glod4	Mus musculus (Mouse)	298	mitochondrion [GO:0005739]		mitochondrion [GO:0005739]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q9CPW3	reviewed	RM54_MOUSE	Large ribosomal subunit protein mL54 (39S ribosomal protein L54, mitochondrial) (L54mt) (MRP-L54)	Mrpl54	Mus musculus (Mouse)	135	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q6P161}.
Q9CQ00	reviewed	DMAC1_MOUSE	Distal membrane-arm assembly complex protein 1 (Transmembrane protein 261)	Dmac1 Tmem261	Mus musculus (Mouse)	111	mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]	mitochondrial respiratory chain complex I assembly [GO:0032981]	mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrial respiratory chain complex I assembly [GO:0032981]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q96GE9}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q96GE9}.
Q9CQ40	reviewed	RM49_MOUSE	Large ribosomal subunit protein mL49 (39S ribosomal protein L49, mitochondrial) (L49mt) (MRP-L49)	Mrpl49	Mus musculus (Mouse)	166	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q13405}.
Q9CQ68	unreviewed	Q9CQ68_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit)	Ndufb11b 1700029P11Rik	Mus musculus (Mouse)	150	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]	mitochondrial respiratory chain complex I assembly [GO:0032981]	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004434}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004434}.
Q9CQB4	unreviewed	Q9CQB4_MOUSE	Cytochrome b-c1 complex subunit 7	Uqcrb	Mus musculus (Mouse)	111	mitochondrial respiratory chain complex III [GO:0005750]	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|PIRNR:PIRNR000022}.
Q9CQE2	reviewed	TM223_MOUSE	Transmembrane protein 223	Tmem223	Mus musculus (Mouse)	199	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	mitochondrial cytochrome c oxidase assembly [GO:0033617]; nervous system development [GO:0007399]	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial ribosome binding [GO:0097177]; mitochondrial cytochrome c oxidase assembly [GO:0033617]; nervous system development [GO:0007399]	mitochondrial ribosome binding [GO:0097177]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:A0PJW6}; Multi-pass membrane protein {ECO:0000255}.
Q9CQL6	reviewed	RM35_MOUSE	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (L35mt) (MRP-L35)	Mrpl35	Mus musculus (Mouse)	188	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q9CQP0	reviewed	RM33_MOUSE	Large ribosomal subunit protein bL33m (39S ribosomal protein L33, mitochondrial) (L33mt) (MRP-L33)	Mrpl33	Mus musculus (Mouse)	65	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:O75394}.
Q9CQP3	reviewed	CHCH5_MOUSE	Coiled-coil-helix-coiled-coil-helix domain-containing protein 5	Chchd5	Mus musculus (Mouse)	110	mitochondrial intermembrane space [GO:0005758]	cellular respiration [GO:0045333]	mitochondrial intermembrane space [GO:0005758]; cellular respiration [GO:0045333]		SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.
Q9CQV5	reviewed	RT24_MOUSE	Small ribosomal subunit protein uS3m (28S ribosomal protein S24, mitochondrial) (MRP-S24) (S24mt)	Mrps24	Mus musculus (Mouse)	167	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q2M2T7}.
Q9CTT4	unreviewed	Q9CTT4_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Ndufs4	Mus musculus (Mouse)	133	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]	electron transport chain [GO:0022900]	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; electron transport chain [GO:0022900]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU367010}; Peripheral membrane protein {ECO:0000256|RuleBase:RU367010}; Matrix side {ECO:0000256|RuleBase:RU367010}.
Q9CV53	unreviewed	Q9CV53_MOUSE	Glycine cleavage system H protein	Gcsh	Mus musculus (Mouse)	99	glycine cleavage complex [GO:0005960]; mitochondrion [GO:0005739]	glycine decarboxylation via glycine cleavage system [GO:0019464]	glycine cleavage complex [GO:0005960]; mitochondrion [GO:0005739]; glycine decarboxylation via glycine cleavage system [GO:0019464]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU364055}.
Q9CVT6	unreviewed	Q9CVT6_MOUSE	Mitochondrial import inner membrane translocase subunit Tim21	Timm21 1700034H14Rik	Mus musculus (Mouse)	154	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]	protein import into mitochondrial matrix [GO:0030150]	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; protein import into mitochondrial matrix [GO:0030150]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion inner membrane {ECO:0000256|RuleBase:RU367142}; Single-pass membrane protein {ECO:0000256|RuleBase:RU367142}. Mitochondrion membrane {ECO:0000256|ARBA:ARBA00004304}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004304}.
Q9CX33	unreviewed	Q9CX33_MOUSE	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	Tsfm TSFM	Mus musculus (Mouse)	193	mitochondrion [GO:0005739]		mitochondrion [GO:0005739]; translation elongation factor activity [GO:0003746]	translation elongation factor activity [GO:0003746]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03135}.
Q9CX78	unreviewed	Q9CX78_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	Ndufa5	Mus musculus (Mouse)	116	mitochondrial inner membrane [GO:0005743]	respiratory electron transport chain [GO:0022904]	mitochondrial inner membrane [GO:0005743]; respiratory electron transport chain [GO:0022904]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004443}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004443}; Matrix side {ECO:0000256|ARBA:ARBA00004443}.
Q9CXU4	unreviewed	Q9CXU4_MOUSE	Mitochondrial import inner membrane translocase subunit TIM23	Timm23	Mus musculus (Mouse)	209	mitochondrial intermembrane space [GO:0005758]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]	protein import into mitochondrial matrix [GO:0030150]	mitochondrial intermembrane space [GO:0005758]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; protein transmembrane transporter activity [GO:0008320]; protein import into mitochondrial matrix [GO:0030150]	protein transmembrane transporter activity [GO:0008320]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448, ECO:0000256|RuleBase:RU364003}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448, ECO:0000256|RuleBase:RU364003}.
Q9CZB4	unreviewed	Q9CZB4_MOUSE	MICOS complex subunit	Apool	Mus musculus (Mouse)	266	MICOS complex [GO:0061617]	cristae formation [GO:0042407]	MICOS complex [GO:0061617]; cristae formation [GO:0042407]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU363021}.
Q9CZR8	reviewed	EFTS_MOUSE	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	Tsfm	Mus musculus (Mouse)	324	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	mitochondrial translational elongation [GO:0070125]; regulation of mitochondrial translation [GO:0070129]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; translation elongation factor activity [GO:0003746]; mitochondrial translational elongation [GO:0070125]; regulation of mitochondrial translation [GO:0070129]	translation elongation factor activity [GO:0003746]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03135}.
Q9D037	unreviewed	Q9D037_MOUSE	ATP synthase subunit	Atp5l	Mus musculus (Mouse)	103	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]	proton motive force-driven ATP synthesis [GO:0015986]	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]	proton transmembrane transporter activity [GO:0015078]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}. Mitochondrion {ECO:0000256|PIRNR:PIRNR017835}.
Q9D0G0	reviewed	RT30_MOUSE	Large ribosomal subunit protein mL65 (28S ribosomal protein S30, mitochondrial) (MRP-S30) (S30mt)	Mrps30	Mus musculus (Mouse)	442	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q9D0I1	unreviewed	Q9D0I1_MOUSE	Mitochondrial fission regulator	Mtfr2 Dufd1 Fam54a	Mus musculus (Mouse)	361	mitochondrion [GO:0005739]	aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]	mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU369053}.
Q9D0Q7	reviewed	RM45_MOUSE	Large ribosomal subunit protein mL45 (39S ribosomal protein L45, mitochondrial) (L45mt) (MRP-L45)	Mrpl45	Mus musculus (Mouse)	306	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; mitochondrial translation [GO:0032543]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9BRJ2}.
Q9D125	reviewed	RT25_MOUSE	Small ribosomal subunit protein mS25 (28S ribosomal protein S25, mitochondrial) (MRP-S25) (S25mt)	Mrps25 Rpms25	Mus musculus (Mouse)	171	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P82669}.
Q9D172	reviewed	GAL3A_MOUSE	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	Gatd3 D10Jhu81e Gatd3a	Mus musculus (Mouse)	266	mitochondrion [GO:0005739]		mitochondrion [GO:0005739]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9D1H8	reviewed	RM53_MOUSE	Large ribosomal subunit protein mL53 (39S ribosomal protein L53, mitochondrial) (L53mt) (MRP-L53)	Mrpl53	Mus musculus (Mouse)	118	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; mitochondrial translation [GO:0032543]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q96EL3}.
Q9D1I2	reviewed	CAR19_MOUSE	Caspase recruitment domain-containing protein 19 (Bcl10-interacting CARD protein) (BinCARD)	Card19	Mus musculus (Mouse)	183	endoplasmic reticulum membrane [GO:0005789]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]	regulation of apoptotic process [GO:0042981]	endoplasmic reticulum membrane [GO:0005789]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; regulation of apoptotic process [GO:0042981]		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Mitochondrion membrane {ECO:0000250}; Single-pass membrane protein.
